KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Artiodactyla.Bovidae.Bos.taurus	Artiodactyla.Bovidae.Capricornis.milneedwardsii	Artiodactyla.Cervidae.Muntiacus.muntjak_vaginalis	Artiodactyla.Cervidae.Muntiacus.truongsonensis	Artiodactyla.Cervidae.Muntiacus.UNK	Artiodactyla.Cervidae.Muntiacus.vuquangensis	Artiodactyla.Cervidae.Rusa.unicolor	Artiodactyla.Suidae.Sus.scrofa	Artiodactyla.Tragulidae.Tragulus.kanchil	Artiodactyla.Tragulidae.Tragulus.UNK	Carnivora.Canidae.Canis.lupus_familiaris	Carnivora.Felidae.Catopuma.UNK	Carnivora.Felidae.Neofelis.UNK	Carnivora.Felidae.Prionailurus.bengalensis	Carnivora.Felidae.UNK	Carnivora.Herpestidae.Herpestes.UNK	Carnivora.Mustelidae.Aonyx.cinereus	Carnivora.Mustelidae.Arctonyx.collaris	Carnivora.Mustelidae.Lutra.lutra	Carnivora.Mustelidae.Martes.flavigula	Carnivora.Mustelidae.Melogale.moschata	Carnivora.Mustelidae.Mustela.kathiah	Carnivora.Mustelidae.Mustela.UNK	Carnivora.Ursidae.Ursus.thibetanus	Carnivora.Viverridae.Arctictis.UNK	Carnivora.Viverridae.Paguma.larvata	Carnivora.Viverridae.Viverra.UNK1	Carnivora.Viverridae.Viverra.UNK2	Carnivora.Viverridae.Viverra.UNK3	Carnivora.Viverridae.Viverra.UNK4	Chiroptera.Vespertilionidae.Tylonycteris.UNK	Erinaceomorpha.Erinaceidae.Hylomys.suillus	Lagomorpha.Leporidae.Nesolagus.timminsi	Primates.Cercopithecidae.Macaca.arctoides	Primates.Cercopithecidae.Macaca.assamensis	Primates.Cercopithecidae.Macaca.fascicularis	Primates.Cercopithecidae.Macaca.mulatta	Primates.Cercopithecidae.Macaca.UNK	Primates.Hominidae.Homo.sapiens	Primates.Hylobatidae.Nomascus.siki	Rodentia.Hystricidae.Hystrix.UNK	Rodentia.Muridae.Mus.musculus	Rodentia.Muridae.Niviventer.UNK	Rodentia.Sciuridae.Callosciurus.erythraeus	Rodentia.Sciuridae.Callosciurus.UNK1	Rodentia.Sciuridae.Callosciurus.UNK2	Rodentia.Sciuridae.Hylopetes.UNK1	Rodentia.Sciuridae.Hylopetes.UNK2	Rodentia.Sciuridae.Petaurista.philippensis	Rodentia.Sciuridae.Ratufa.bicolor	Rodentia.Sciuridae.Tamiops.UNK	Rodentia.Spalacidae.Rhizomys.pruinosus	Scandentia.Tupaiidae.Tupaia.belangeri	Soricomorpha.Talpidae.Euroscaptor.UNK	reservecode3
WWF34	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H62	NA	NA	     0	     4	     0	234284	   126	     0	     0	   247	     0	     0	   122	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   142	     0	     0	     0	     0	     0	     0	   115	     0	     0	     0	     0	     0	     0	     0	     0	     0	222159	    14	     0	     0	     0	     0	     0	     0	 60337	     0	     0	     0	BMHQNXS
WWF340	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H088	     0	     0	     0	     0	     0	     0	     0	255481	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    42	     0	     0	     0	     4	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF341	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H360	     0	  8861	     0	     0	     0	     0	     0	494550	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF342	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H366	    0	18675	    0	 6612	    9	    0	    0	    7	    0	    0	    0	    0	    0	    0	    0	  663	    0	    0	    0	    0	 7760	    0	    0	    0	    0	 2235	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    4	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF343	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41527	410	NA	50	BM70	     0	     0	     0	   157	     0	     0	     0	208967	     0	     0	     0	     0	     0	     0	     0	  3301	     0	     0	     0	     0	     0	     0	     0	     0	     0	 50907	     0	     0	     0	     0	     0	     0	 25517	     0	     0	     0	     0	     0	     0	     0	   635	     0	 40049	     0	     0	     0	     0	     0	     0	     0	  1257	     0	     0	     0	BMHQNXS
WWF344	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	NA	NA	NA	50	BM72	     0	   740	     0	     0	     0	     0	     0	344985	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  1911	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  9555	   480	     0	     0	     0	    50	     5	     0	     0	     0	  7065	     0	     0	     0	     0	     0	     0	  4038	     0	     4	 69430	     0	BMHQNXS
WWF345	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	NA	NA	NA	50	BM74	     0	  4618	     0	117989	  1648	     0	     0	234834	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  1559	     0	    44	     6	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 11064	   668	     0	     0	  3629	    93	     0	     0	     0	 11412	     0	     0	     0	     0	     0	     0	     0	     0	    60	     0	     0	BMHQNXS
WWF346	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41529	410	NA	50	BM76	     0	   270	     0	     0	     0	     0	     0	 44222	     0	     0	     0	     0	    10	   371	    43	  1599	     0	     0	     0	     0	  3095	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	219967	  7982	   856	     0	     0	  2027	     0	     0	     0	     0	 20787	     0	     0	     0	     0	     0	     0	     0	     0	 58442	     0	     0	BMHQNXS
WWF347	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41527	410	NA	50	BM65	     0	     0	     0	 23461	   349	    66	     0	263459	     0	     0	 66652	     0	     0	     0	     0	     0	     0	     0	     0	     0	  7955	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   167	   788	     0	     0	     0	     0	     4	     0	  3119	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	    30	     0	BMHQNXS
WWF348	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	NA	NA	NA	50	BM78	     0	     0	     0	     0	     0	     5	     0	 16749	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	361918	     0	     0	     0	    33	     0	     0	     0	     0	     0	     0	     0	     0	  1446	     0	 15754	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF349	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41526	410	NA	50	BM61	    36	     0	     0	     0	     0	     0	     5	171727	     0	     0	107050	     0	     0	     0	   139	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   142	     0	     0	     0	     5	     0	     0	 81880	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    70	     0	BMHQNXS
WWF35	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H63	NA	NA	     0	     0	     0	    99	     0	     0	     0	     5	     0	     0	     0	     0	     0	     0	   106	     0	     0	     0	     0	     0	  5977	     0	     0	     0	     0	    26	     0	     0	     0	     0	     0	     0	205613	     0	     0	     0	     0	     0	     0	     0	     0	     0	  7799	 42652	     0	     0	     0	     0	     0	     0	  1689	     0	     0	     0	BMHQNXS
WWF350	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41526	410	NA	50	BM63	     0	   119	     0	    60	     0	     0	     0	    86	     0	     0	     0	     0	     0	     0	   642	     0	     0	     0	     0	     0	202936	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    76	     0	     0	     0	     0	     0	     0	     0	     0	     0	   594	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF351	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41528	410	NA	50	BM66	     0	   520	     0	   321	     0	     0	     0	  3275	     0	     0	130425	     0	     0	     0	   392	     0	     0	     0	     0	     0	 36917	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 53733	     0	     0	     0	     0	     0	     0	     0	  9608	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF352	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41529	410	NA	50	BM84	     0	     0	     0	   598	     0	     0	     0	  2106	     0	     0	     0	     0	     0	     0	     0	    17	     0	     0	     0	     0	  1486	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 15480	     0	     0	     0	     0	     0	     0	     0	 17983	     0	292193	  4462	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF353	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41528	410	NA	50	BM80	     0	  1282	     0	   724	    47	     0	     0	 29995	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  4165	     0	     0	     0	     0	   478	     0	     0	     0	     0	     0	     0	199341	   344	    28	     0	     0	    41	   150	     0	 24923	     0	  6926	  7466	     0	     0	     0	     0	     0	     0	     0	 79061	     0	     0	BMHQNXS
WWF354	Leech_Combinations_20140919.xlsx	Vietnam	BM	BME	BachMaExt	41529	410	NA	50	BM85	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 11412	     0	     0	     0	268971	     0	     0	     0	     0	     0	     0	     0	     0	     0	   110	     0	BMHQNXS
WWF355	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41576	21	NA	50	Q101	    0	  150	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	  107	    0	    0	    0	    3	    0	25753	    0	    0	    0	    0	73958	    0	    0	    0	   14	    0	    0	49134	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    4	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF356	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41576	21	NA	50	Q201	     0	     0	   192	  1696	     0	     0	     0	    78	     0	     0	     0	     0	     0	     0	   273	  5776	     0	     0	     0	     0	   962	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	137209	     0	     0	     0	     0	     0	     0	     0	     0	199297	     0	     0	BMHQNXS
WWF357	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41576	21	NA	50	Q203	     0	     0	    15	     3	     0	     0	     0	 41635	     0	     0	     0	     0	     0	     0	  1549	  9423	     0	     0	     0	     0	353307	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     5	     0	     0	     0	     0	     0	     0	     0	     0	     0	283683	     0	     0	     0	     0	     0	     0	     0	     0	     0	  6342	     0	BMHQNXS
WWF358	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41576	21	NA	50	Q301	    0	    0	    0	    8	    0	    0	    0	   41	    0	    0	   55	    0	    3	    0	  519	   12	    0	    0	68986	    0	 7023	  217	    9	    0	    0	   13	    0	    0	    0	    0	    0	    0	  260	    0	    0	    0	    0	    0	    0	    0	    0	    0	40216	53507	    0	    0	    0	    0	    0	    0	    0	   15	    0	    0	BMHQNXS
WWF359	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41577	21	NA	50	Q02	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  1995	 10103	     0	     0	     0	     0	148473	     0	     0	     0	     0	   784	     0	     0	     0	     0	     0	     0	     5	     0	     0	     0	     0	     0	     0	     0	     0	     0	 13289	 49148	     0	     0	     0	     0	     0	     0	     8	     0	     0	     0	BMHQNXS
WWF36	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H64	NA	NA	     0	 15615	     0	     4	   807	     0	     0	  7122	     0	     0	   110	     0	 54004	    34	     0	  4814	     0	     0	     0	     0	     0	     0	     0	     0	    66	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   110	     0	     0	     0	159850	     0	     0	     0	     0	     0	     0	     0	     0	 66894	  1260	     0	BMHQNXS
WWF360	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41577	21	NA	50	Q103	    6	    0	   16	   16	    3	    0	    0	   84	    0	    0	    3	    0	    0	    0	  179	   16	    0	    0	    0	    0	37494	    0	    0	    0	    0	   32	    0	    0	    0	    0	    0	    0	 2434	    0	    0	    0	    0	    0	   25	    0	    0	    0	 3510	    5	    0	    0	    0	    0	    0	    0	    6	   43	 7237	    0	BMHQNXS
WWF361	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41577	21	NA	50	Q105	     0	   651	     0	     0	    68	     0	     0	     3	     0	     0	     0	     0	     0	     0	   743	     0	     0	     0	     0	     0	116559	     0	     0	     0	     0	 29046	     0	     0	     0	     0	     0	     0	 28673	     0	     0	     0	     0	     0	   371	     0	     0	     0	333329	     0	     0	     0	     0	     0	     0	     0	     7	     0	     0	     0	BMHQNXS
WWF363	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41577	21	NA	50	Q205	    0	    0	    0	  206	    0	    0	    0	   24	    0	    0	    0	    0	 1444	    0	  129	   94	    0	    0	    7	    0	 8815	    0	    0	    0	    0	    6	    0	    0	    0	    0	    0	    0	 3552	    0	    0	    0	    0	    0	   19	    0	    0	    0	39467	    0	    0	    0	    0	    0	    0	    0	    0	   21	    0	    0	BMHQNXS
WWF364	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41578	21	NA	50	Q03	     0	  1467	     0	    16	     8	     0	     0	    46	     0	     0	     0	     0	     0	     0	     0	 17900	     0	     0	     0	     0	  5106	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    31	     0	     0	     0	     0	     0	     0	     0	     0	     0	111971	107218	     0	     0	     0	     0	     0	     0	   213	245552	     0	     0	BMHQNXS
WWF365	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41578	21	NA	50	Q107	     0	   113	     0	     0	     0	     0	     0	   230	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   404	     0	     0	     0	     0	    93	     0	     0	     0	     0	     0	     0	162357	     0	     0	     0	     0	     0	     0	     0	     0	     0	 40220	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF366	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41578	21	NA	50	Q109	     0	432807	     0	132582	 25153	     0	     0	  9371	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  5139	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     5	     0	     0	     0	     0	     0	  7563	     0	     0	     0	 15587	     0	     0	     0	     0	     0	     0	     0	     0	     5	     0	     0	BMHQNXS
WWF368	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41578	21	NA	30	Q306	     0	  1250	     0	  6084	    62	     0	     0	 76529	     0	     0	     0	     0	     0	     0	   133	     0	     0	     0	     0	     0	 16535	     0	     0	     0	     0	229698	     0	     0	     0	     0	     0	     0	 10944	     0	     0	     0	     0	     0	     0	     0	     0	     0	 76800	     0	     0	     0	     0	     0	     0	     0	  4485	     0	     0	     0	BMHQNXS
WWF369	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41579	21	NA	50	Q111	     0	   209	     0	     0	     0	     0	     0	     6	     0	     0	     0	     0	     0	   119	    29	   678	     0	     0	     0	     0	  4802	     0	     0	     0	     0	     8	     0	     0	     0	     0	     0	     0	248510	     0	     0	     0	     0	     0	     0	     0	    83	     0	 39880	     4	     0	     0	     0	     0	     0	     0	    69	     0	     0	     0	BMHQNXS
WWF37	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H65	NA	NA	     0	     0	  1541	     0	     0	     0	     0	 15509	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	199080	     0	     0	     0	     0	     0	     0	     0	  1147	     0	     0	     0	     0	     5	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF370	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41579	21	NA	50	Q06	    0	   39	   19	   65	   23	    0	    0	  763	    0	    0	    0	    0	   34	    0	  323	   14	    0	    0	    0	    0	 4247	    0	    0	   76	    0	   45	    0	    0	    0	    0	    0	    0	82050	    4	   36	    0	    0	   74	    0	    0	   39	    0	 3284	 1415	    0	    0	    0	    0	    0	    0	    7	  293	    3	    0	BMHQNXS
WWF371	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41579	21	NA	50	Q7	    0	  669	    0	  204	    9	    0	    0	   33	    0	    0	    0	    0	    0	    0	    0	 1679	    0	    0	    0	    0	  480	    0	    0	    0	    0	    5	    0	    0	    0	    0	    0	    0	   19	    0	    0	    0	    0	    0	    0	    0	    0	    0	   25	    0	    0	    0	    0	    0	    0	    0	    0	38451	    0	    0	BMHQNXS
WWF372	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41579	21	NA	50	Q208	    0	   15	    3	39122	  136	    0	    0	  462	    0	    0	   13	    0	    5	    0	   12	  109	    0	    0	   24	    0	 2593	    0	    0	    0	    0	  215	    0	    0	    0	    0	    0	    0	  642	    3	    0	    0	    0	    0	    3	    0	    0	    0	98821	   30	    0	    0	    0	    0	    0	    0	   48	  391	 2198	    0	BMHQNXS
WWF373	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41579	21	NA	50	Q307	    0	  275	    0	  656	    5	    0	    0	  532	    0	    0	    5	    0	    6	    0	    4	  173	    0	    0	    9	    0	  260	    0	    0	    0	    0	  455	    0	    0	    0	    0	    0	    0	62323	  360	   71	    0	    0	  109	    0	    0	    0	    0	40849	   17	    0	    0	    0	    0	    0	    0	   81	 8765	    7	    0	BMHQNXS
WWF374	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	NA	NA	NA	50	Q09	    0	  532	  110	 1131	   12	    0	    0	  837	    0	    0	    0	    0	    0	 3076	    7	29903	    0	    0	    0	    0	  465	    0	    0	    0	    0	   45	    0	    0	    0	    0	    0	    0	16005	    0	    3	    0	    0	    8	  176	    0	    0	    0	   28	   29	    0	    0	    0	    0	    0	    0	    0	  109	60418	    0	BMHQNXS
WWF375	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41581	20, 21	NA	50	Q113	     0	    23	     0	     0	     0	     0	     0	114891	     0	     0	     0	     0	     0	     0	     5	   558	     0	     0	     0	     0	  3331	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	102415	     0	     0	     0	     0	     0	    45	     0	     0	     0	  8939	   615	     0	     0	     0	     0	     0	     0	  1155	   937	   334	     0	BMHQNXS
WWF376	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41581	20	NA	50	Q209	    0	    3	    4	36194	   24	    0	    0	    4	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	  378	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    5	    0	    0	    0	    0	    0	   52	    0	    0	    0	    0	12097	    0	    0	    0	    0	    0	    0	    0	 3656	  237	    0	BMHQNXS
WWF377	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41583	20, 21	NA	50	Q116	   0	  40	   0	  88	   0	   0	   0	  22	   0	   0	   0	   0	   0	   0	  47	   9	   0	   0	   0	   0	2959	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  14	   0	   0	   0	   0	   0	   0	   0	   0	   0	  24	   0	   0	   0	   0	   0	   0	   0	  23	6538	   0	   0	BMHQNXS
WWF378	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41583	20, 21	NA	50	Q118	     0	     0	     0	     0	     0	     0	     0	    19	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     5	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    11	 27236	  9258	     0	     0	189618	     0	     0	     4	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF381	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41583	20	NA	50	Q211	     0	   149	    18	   485	     0	     0	     0	   775	     0	     0	     4	     0	    55	     0	     4	   513	     0	     0	    40	     0	   847	     0	     0	     0	     0	   172	     0	     0	     0	     0	     0	     0	   684	    10	     0	     0	     0	     0	     0	     0	     0	     0	312515	    29	     0	     0	     0	     0	     0	     0	   140	   484	    17	     0	BMHQNXS
WWF382	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41583	20, 21	NA	50	Q310	    0	  394	    0	    0	    0	    0	    0	   32	    0	    0	    0	    0	    0	    0	   22	    0	    0	    0	    0	    0	18120	    0	    0	    0	    0	   84	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	  101	    0	    0	    0	    0	 3362	    0	    0	    0	    0	    0	    0	    0	29721	    0	    0	BMHQNXS
WWF383	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	50	Q11	    0	  287	   37	 2980	   31	    0	    0	  161	    0	    0	 3862	    0	    0	    0	  514	    8	    0	    0	    5	    3	47993	    0	    0	    0	    0	    5	    0	    0	    0	    0	    0	    0	   10	    0	    0	    0	    0	    0	   61	    0	    0	    0	   20	    0	    0	    0	    0	    0	    0	    0	    0	    9	    3	    0	BMHQNXS
WWF384	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q123	     0	     0	    71	     3	     0	     0	     0	311418	     0	     0	     0	     0	     0	     0	   449	     0	     0	     0	     0	     0	 74282	     0	     0	     0	     0	  5050	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0	BMHQNXS
WWF385	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20	NA	50	Q212	    0	    5	    0	  267	   44	    0	    0	51935	    0	    0	   13	    0	    5	    0	   20	   73	    0	    0	   12	    0	 3920	    0	    0	    0	    0	   76	    0	    0	    0	    0	    0	    0	  217	    0	    0	    0	    0	    0	   94	    0	    0	    0	11293	   13	    0	    0	    0	    0	    0	    0	   24	  119	   20	    0	BMHQNXS
WWF386	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20	NA	50	Q214	     0	     0	     0	     0	     0	     0	     0	  5508	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 27172	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    22	     0	   933	     0	     0	     0	     0	     0	     0	     0	     0	     0	 65047	228855	     0	     0	BMHQNXS
WWF387	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41584	20, 21	NA	50	Q312	     0	    14	     0	106354	   366	     0	     0	 50669	     0	     0	     3	     0	    10	     0	     4	   463	     0	     0	    23	     0	 21982	     0	     0	     0	     0	   135	     0	     0	     0	     0	     0	     0	   401	     3	     0	     0	     0	     0	     0	     0	     0	     0	   369	    23	     0	     0	     0	     0	     0	     0	    73	   182	    10	     0	BMHQNXS
WWF388	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q315	    0	    4	  224	11098	  113	    0	    0	14872	    0	    0	    0	    0	    0	    0	    0	37217	    0	    0	    0	    0	 1380	    0	    0	    0	    0	 3939	    0	    0	    0	    0	    0	    0	  165	    0	    0	    0	    0	    0	    0	    0	   63	    0	    4	    0	    0	    0	    0	    0	    0	    0	    0	  219	    0	    0	BMHQNXS
WWF389	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q318	    0	    0	    0	14142	  103	    0	    0	13434	    0	    0	    0	    0	    0	    0	    0	34255	    0	    0	    0	    0	   27	    0	    0	    0	    0	 2164	    0	    0	    0	    0	    0	    0	   23	    0	    0	    0	    0	    0	    0	    0	    0	    0	   22	    0	    0	    0	    0	    0	    0	    0	    4	   16	    0	    0	BMHQNXS
WWF390	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41584	20, 21	NA	50	Q13	    0	   32	    0	  132	    0	    0	    0	13654	    0	    0	    0	    0	    0	    0	  153	   25	    0	    0	    0	    0	28050	    0	    0	    0	    0	 2777	    0	    0	    0	    0	    0	    0	   30	    0	    0	    0	    0	    0	    0	    0	    0	    0	   12	    3	    0	    0	    0	    0	    0	    0	11503	    6	    0	    0	BMHQNXS
WWF391	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41585	NA	NA	50	Q15	    0	    0	    7	    3	    0	    0	    0	63956	    0	    0	    0	    0	    0	    0	    0	 3699	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    6	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF393	Leech_Combinations_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamNR	41585	20, 21	NA	50	Q19	     0	    12	     4	   474	    73	     0	     0	252953	     0	     0	     5	     0	    14	     0	     7	  1875	     0	     0	    35	     0	   454	     0	     0	     0	     4	   167	     0	     0	     0	     0	     0	     0	   778	     4	     0	     0	     0	     0	     0	     0	     0	     0	  1311	    39	     0	     0	     0	     0	     0	     0	   111	   382	    11	     0	BMHQNXS
