KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Artiodactyla.Bovidae.Bos.taurus	Artiodactyla.Bovidae.Capricornis.milneedwardsii	Artiodactyla.Cervidae.Muntiacus.muntjak_vaginalis	Artiodactyla.Cervidae.Muntiacus.truongsonensis	Artiodactyla.Cervidae.Muntiacus.UNK	Artiodactyla.Cervidae.Muntiacus.vuquangensis	Artiodactyla.Cervidae.Rusa.unicolor	Artiodactyla.Suidae.Sus.scrofa	Artiodactyla.Tragulidae.Tragulus.kanchil	Artiodactyla.Tragulidae.Tragulus.UNK	Carnivora.Canidae.Canis.lupus_familiaris	Carnivora.Felidae.Catopuma.UNK	Carnivora.Felidae.Neofelis.UNK	Carnivora.Felidae.Prionailurus.bengalensis	Carnivora.Felidae.UNK	Carnivora.Herpestidae.Herpestes.UNK	Carnivora.Mustelidae.Aonyx.cinereus	Carnivora.Mustelidae.Arctonyx.collaris	Carnivora.Mustelidae.Lutra.lutra	Carnivora.Mustelidae.Martes.flavigula	Carnivora.Mustelidae.Melogale.moschata	Carnivora.Mustelidae.Mustela.kathiah	Carnivora.Mustelidae.Mustela.UNK	Carnivora.Ursidae.Ursus.thibetanus	Carnivora.Viverridae.Arctictis.UNK	Carnivora.Viverridae.Paguma.larvata	Carnivora.Viverridae.Viverra.UNK1	Carnivora.Viverridae.Viverra.UNK2	Carnivora.Viverridae.Viverra.UNK3	Carnivora.Viverridae.Viverra.UNK4	Chiroptera.Vespertilionidae.Tylonycteris.UNK	Erinaceomorpha.Erinaceidae.Hylomys.suillus	Lagomorpha.Leporidae.Nesolagus.timminsi	Primates.Cercopithecidae.Macaca.arctoides	Primates.Cercopithecidae.Macaca.assamensis	Primates.Cercopithecidae.Macaca.fascicularis	Primates.Cercopithecidae.Macaca.mulatta	Primates.Cercopithecidae.Macaca.UNK	Primates.Hominidae.Homo.sapiens	Primates.Hylobatidae.Nomascus.siki	Rodentia.Hystricidae.Hystrix.UNK	Rodentia.Muridae.Mus.musculus	Rodentia.Muridae.Niviventer.UNK	Rodentia.Sciuridae.Callosciurus.erythraeus	Rodentia.Sciuridae.Callosciurus.UNK1	Rodentia.Sciuridae.Callosciurus.UNK2	Rodentia.Sciuridae.Hylopetes.UNK1	Rodentia.Sciuridae.Hylopetes.UNK2	Rodentia.Sciuridae.Petaurista.philippensis	Rodentia.Sciuridae.Ratufa.bicolor	Rodentia.Sciuridae.Tamiops.UNK	Rodentia.Spalacidae.Rhizomys.pruinosus	Scandentia.Tupaiidae.Tupaia.belangeri	Soricomorpha.Talpidae.Euroscaptor.UNK	reservecode3
WWF140	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41264	352	A21/12 I	184	H-202	     0	187296	     0	     0	  4439	     0	     0	     4	     0	     0	     0	     0	     0	     0	    13	     0	     0	     0	     0	     0	 42144	     0	     0	     0	     0	130437	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 11249	  3270	     0	     0	 58968	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 73613	     0	     0	BMHQNXS
WWF141	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41264	352	A21/12 II	40	H-203	     0	   684	  9193	   706	    18	     0	     0	  2624	     0	     0	     0	     0	     0	     0	  5697	     0	     0	     0	     0	     0	 61091	     0	     0	     0	     0	  8201	     0	     0	     0	     0	     0	     0	     0	  2099	  1497	     0	     0	  2446	     3	     0	 51280	     0	174874	     3	     0	     0	     0	     0	     0	     0	     0	  5135	     0	     0	BMHQNXS
WWF142	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41264	352	B21/12 I	20	H-205	     0	 36988	    20	     0	   319	     0	     0	245024	     0	     0	     0	     0	     0	     0	    66	    25	     0	     0	     0	     0	 66898	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    51	     0	     0	     0	     0	     0	   685	     0	    33	     0	 16435	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF143	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41264	352	C21/12 I	30	H-207	     0	  1023	     0	   893	    23	     0	     0	     0	     0	     0	     0	     0	     0	     0	  1336	     4	     0	     0	     0	     0	338181	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0	     0	BMHQNXS
WWF145	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41264	352	D21/12 I	70	H-209	     0	 10133	  2090	    11	    17	     0	     0	224759	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  3075	     0	228118	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   512	     0	     0	BMHQNXS
WWF147	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41265	352	A22/12 I	121	H-212	     0	  3675	     0	 18532	   142	     0	     0	 84464	     0	     0	     0	     0	     0	     0	   337	     0	     0	     0	     0	     0	  9793	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  2376	   168	     0	     0	     0	   299	     0	 14518	     0	227724	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF148	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41265	352	A22/12 II	156	H-213	    0	94845	    0	    0	    0	    0	   28	   53	    0	    0	    0	    0	    0	    0	    0	    7	    0	    0	    0	    0	11490	    0	    0	    0	    0	20232	    0	    0	    0	    0	    0	    0	   13	    0	    0	    0	    0	    0	    0	    0	 1765	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF149	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41265	352	B22/12 I	45	H-215	     0	 16841	     0	     0	   145	     0	     0	 13951	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    13	     0	     0	     0	     0	   195	     0	     0	     0	     0	     0	     0	228305	     0	     0	     0	     0	     0	  2802	     0	 18103	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF15	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120907	NA	NA	     0	    12	     0	     3	     0	     0	     0	162327	     0	     0	     0	     0	    11	     0	   287	     8	     0	     0	     0	     0	167955	     0	     0	     0	     0	     6	     0	     0	     0	     0	     0	     0	    22	     0	     0	     0	     0	     0	     7	     0	     0	     0	372202	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF150	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41265	352	C22/12 I	72	H-217	     0	108651	     0	     0	     0	     0	     0	249304	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  5575	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	100601	     0	     0	     0	    34	     0	     0	     0	 22704	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 93017	  2056	     0	BMHQNXS
WWF151	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41265	352	D22/12 I	25	H-220	     0	 25069	     0	     0	   631	     0	     0	    27	     0	     0	     0	     0	     0	     0	    30	 29508	     0	     0	     0	     0	   914	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    47	     0	  2289	   391	     9	     0	  8769	     0	  5812	     0	     0	     0	     0	     0	     0	     0	     0	133931	     0	     0	BMHQNXS
WWF152	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41266	352	A23/12 I	82	H-223	     0	 21851	     0	     0	     0	     0	     0	405671	     0	     0	     0	     0	     0	     0	  1651	     0	     0	     0	     0	     0	 20618	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   101	     0	     0	     0	     0	     0	   915	     0	 34406	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	  1773	     0	     0	BMHQNXS
WWF153	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41266	352	B23/12 I	66	H-225	    0	   52	 2515	   13	    0	    0	    0	 4698	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	 2285	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    3	    0	    0	    0	    0	19155	    0	   65	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF154	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41266	352	C23/12 I	25	H-226	   0	   0	   0	   0	   0	   0	   0	 686	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	1002	   0	   0	   0	6462	6138	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF155	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41267	352	A24/12 I	151	H-227	     0	377474	     0	     0	    56	     0	     0	    26	     0	     0	     0	     0	     0	     0	  1234	     0	     0	     0	     0	     0	 13400	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 12394	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF156	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41267	352	A24/12 II	88	H-228	     0	 29824	     4	  5327	    13	     0	     0	   578	     0	     0	     0	     0	     0	     0	  2621	     0	     0	     0	     0	     0	103434	     0	     0	     0	     0	 18311	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  5822	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF157	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41267	352	A24/12 III	56	H-230	     0	394334	     0	     0	   635	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0	     0	     0	  1745	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   482	     0	 11429	  3572	     0	     0	     0	     0	    79	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF158	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41267	352	B24/12 I	126	H-231	     0	 17706	     0	     0	   450	     0	     0	     3	     0	     0	     0	     0	     0	     0	   377	186115	     0	     0	     0	     0	 18811	     0	     0	     0	     0	  1514	     0	     0	     0	     0	     0	     0	     0	 20829	  1259	     0	     0	  5777	 12886	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF159	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41267	352	D24/12 I	40	H-233	     0	 23176	     0	   402	    59	     0	     0	    11	     0	     0	     0	     0	     0	     0	  1908	     0	     0	     0	     0	     0	154130	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     7	     0	279653	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF16	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120908	NA	NA	     0	 57191	     0	     0	     0	     0	     0	112038	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    22	     0	     0	     0	     0	     0	     0	     0	     0	     0	143350	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF160	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41268	352	A25/12 I	79	H-235	     0	    24	     0	     0	     0	     0	  3919	215962	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0	     0	     0	     7	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 16980	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     9	     6	     0	BMHQNXS
WWF161	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41268	352	B25/12 I	56	H-236	     0	     6	    11	     0	     0	     0	  1661	    20	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0	     0	     0	   231	     0	     0	     0	     0	     0	     0	    69	     0	     0	     0	     0	     0	    17	     0	328794	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF162	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41270	346 and 349	A27/12 I	183	H-237	     0	 33469	     0	  2401	    53	     0	     0	637946	     0	     0	     0	     0	     0	     0	    46	     4	     0	     0	     0	     0	 43792	     0	     0	     0	     0	     5	     0	     0	     0	     0	     0	     0	     0	   991	     3	     0	     0	   275	    12	     0	  3488	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF163	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41270	346 and 349	C27/12 II	127	H-238	     0	 37098	     0	 11346	   115	     0	     0	193109	     0	     0	     0	     0	     0	     0	     0	  1701	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   891	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF164	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41271	346 and 349	A28/12 I	139	H-239	     0	 15046	     0	     0	     0	     0	     0	146147	     0	     0	     0	     0	     6	   276	   418	     0	     0	     0	     0	     0	 13418	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   439	     0	     0	     0	     0	   357	     0	117866	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF165	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41271	346 and 349	A28/12 II	131	H-240	     0	  1521	     0	   117	     0	     0	     0	319451	     0	     0	     0	     0	     0	     0	     0	  3848	     0	     0	     0	     0	  2020	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    17	     0	     0	     0	     0	   112	     0	  2884	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF166	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41271	346 and 349	C28/12 II	65	H-241	     0	 54962	  7568	    26	    24	     0	     0	110619	     0	     0	     0	     0	     0	     0	   500	    12	     0	     0	     0	     0	 34955	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     8	     0	     0	     0	   154	   310	     0	  4167	     0	    12	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF168	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41272	346 and 349	A29/12 I	122	H-244	     0	   105	   806	301869	   545	     0	     0	 35748	     0	     0	     0	     0	     0	     0	     0	 11621	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  2039	     0	     0	     0	     0	    87	     0	  5962	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF17	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120910	NA	NA	    12	     6	  1653	     9	   227	     0	142957	244793	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0	     0	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     9	   273	     0	     0	     0	     0	    18	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF170	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41272	346 and 349	C29/12 II	57	H-246	     0	   261	     0	  7507	   173	     0	     0	273875	     0	     0	     0	     0	     0	     0	     0	  3889	     0	     0	     0	     0	     0	     0	     0	     0	     0	   630	     0	     0	     0	     0	     0	     0	     0	  1504	    78	     0	     0	   229	     0	     0	  1663	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF172	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41273	346 and 349	C30/12 II	37	H-251	     0	  5260	    19	148943	   760	     0	     0	188323	     0	     0	     0	     0	     0	     0	    45	     9	     0	     0	     0	     0	 11728	     0	     0	     0	     0	  3002	     0	     0	     0	     0	     0	     0	     0	   173	     0	     0	     0	     0	   209	     0	 19268	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF173	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41274	346 and 349	A31/12 I	104	H-254	     0	     0	   191	     0	     4	     0	     0	164420	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   426	     0	     0	     0	     0	 28888	     0	     0	     0	     0	     0	     0	   343	  1511	     0	     0	     0	     0	     0	     0	 19732	     0	     0	    43	     0	     0	     0	     0	     0	     0	     0	 68881	     0	     0	BMHQNXS
WWF175	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41274	346 and 349	C31/12 II	65	H-256	     0	    53	 65886	   171	   811	     0	     0	151117	     0	     0	     0	     0	     0	     0	     0	   132	     0	     0	     0	     0	     0	     0	     0	     0	     0	 10773	     0	     0	     0	     0	     0	     0	     3	    84	     0	     0	     0	     0	     0	     0	 44245	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF176	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41276	348	A02/01/2013 I	108	H-259	     0	  7335	     0	   217	     3	     0	     0	271008	     0	     0	     0	     0	     0	     0	     0	     6	     0	     0	     0	     0	   312	     0	     0	     3	     0	 14022	     0	     0	     0	     0	     0	     0	     0	    76	     0	     0	     0	     0	     0	     0	 11524	     0	   289	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF177	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41276	348	A02/01/2013 II	67	H-261	     0	 10428	   182	 12198	   224	     0	     0	270748	     0	     0	     0	     0	     0	     0	     0	   170	     0	     0	     0	     0	  6942	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     3	     0	     0	     0	     0	     0	     0	  8427	     0	 17406	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF178	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41277	348	A03/01/2013 I	120	H-264	     0	  6067	     0	  1406	    25	     0	     0	316250	     0	     0	     0	     0	     0	     0	     0	   249	     0	     0	     0	     0	  1718	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 26764	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF179	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41277	348	A03/01/2013 V	60	H-266	     0	   379	     0	     0	     0	     0	     0	192196	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     9	     0	     0	     0	     0	   383	     0	     0	     0	     0	     0	     0	     0	    18	     0	     0	     0	     0	     0	     0	 15410	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF18	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120919	NA	NA	     0	   284	     0	     0	     0	     0	     0	163486	     0	     0	     0	     0	     0	     0	     6	     0	     0	     0	     0	     0	  3684	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	158720	     0	     0	     0	     0	     0	  2065	     0	     0	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF180	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41277	348	C03/01/2013 I	77	H-268	     0	    24	     0	  1347	    17	     0	     0	155286	     0	     0	     0	     0	     0	     0	   221	     0	     0	     0	     0	     0	114589	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 72188	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF182	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41278	348	A04/01/2013 V	81	H-272	     0	  1056	     0	  7573	   138	     0	     0	223214	     0	     0	     0	     0	     0	     0	     0	  7356	     0	     0	     0	     0	    33	     0	     0	     0	     0	     3	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     7	     3	     0	  5549	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF183	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41278	348	A04/01/2013 II	41	H-274	     0	  2604	    10	     0	     0	     0	     0	168452	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  2897	     0	     0	     0	     0	   806	     0	     0	     0	     0	     0	     0	     0	    97	     0	     0	     0	     0	   280	     0	 12047	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF185	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	A05/01/2013 I	110	H-278	     0	 10505	     0	  1883	    38	     0	     0	225440	     0	     0	     0	     0	     0	     0	     0	  1448	     0	     0	     0	     0	 21351	     0	     0	     0	     0	    78	     0	     0	     0	     0	     0	     0	     0	  1628	     0	     0	     0	   101	    11	     0	  2663	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF186	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	A05/01/2013 II	57	H-279	     0	  3951	     0	 69533	   726	     0	     0	217316	     0	     0	     0	     0	     0	     0	     0	    58	     0	     0	     0	     0	   461	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   119	     0	     0	     0	     0	   255	     0	     0	 58603	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF187	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	B05/01/2013 II	118	H-281	     0	   413	     0	     0	     0	     0	     0	282384	     0	     0	     0	     0	     0	     0	     0	  2993	     0	     0	     0	     0	     7	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  9363	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF188	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	C05/01/2013 I	122	H-282	     0	     0	     0	 62421	   616	     0	     0	225668	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	  4063	     7	     0	     0	   192	     0	     0	    67	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF189	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	C05/01/2013 II	104	H-283	    0	 8820	    0	41602	  199	    0	    0	97935	    0	    0	    0	    0	    0	    0	   36	    0	    0	    0	    0	    0	 3205	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	 3337	    0	    0	    0	   29	    0	    0	58237	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF19	tube_labels	Vietnam	BM	BME	BachMaExt	NA	NA	TK62_20121021	NA	NA	     0	   947	     0	   231	     0	     0	     0	 18920	     0	     0	     0	     0	    13	     0	     0	240290	     0	     0	     0	     0	    10	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   191	     0	     0	     0	     0	     0	     0	     0	  4570	     0	   272	171648	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF190	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41280	348	A06/01/2013 I	30	H-285	    0	    0	   11	    0	    0	   14	    0	52279	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	  414	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	11422	    0	 1508	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF191	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41280	348	A06/01/2013 II	210	H-286	     0	 17618	    33	145836	   825	     0	     0	 70209	     0	     0	     0	     0	     0	     0	     0	  2254	     0	     0	     0	     0	  2748	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   903	     0	     0	     0	     0	    69	     0	 91764	     0	     0	     0	     0	     0	     0	     0	     0	     0	 12979	     0	     0	     0	BMHQNXS
WWF192	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41280	348	C06/01/2013 II	30	H-287	     0	     0	     0	     0	     0	     0	     0	239992	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   698	     0	     0	     0	    39	   127	     0	     0	     0	     0	   110	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF193	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	27/6/2012	47	1 - Tâm	7	QN-1	     0	     0	     0	     0	     0	     0	     0	     4	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     6	     0	     0	     0	     0	     0	     0	     0	     0	     0	445676	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF194	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41096	34	3 - Tâm	10	QN-3	     0	 44018	 13121	    67	     3	     0	     0	  1767	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	   689	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	 64591	 14897	   711	     0	     0	   555	     0	     0	  1859	     0	321841	     0	     0	     0	     0	     0	     0	     0	     0	  1816	     0	     0	BMHQNXS
