KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Artiodactyla.Bovidae.Capricornis.milneedwardsii	Artiodactyla.Bovidae.Pseudoryx.UNK	Artiodactyla.Cervidae.Muntiacus.muntjak_vaginalis	Artiodactyla.Cervidae.Muntiacus.truongsonensis	Artiodactyla.Cervidae.Muntiacus.UNK	Artiodactyla.Cervidae.Muntiacus.vuquangensis	Artiodactyla.Cervidae.Rusa.unicolor	Artiodactyla.Suidae.Sus.scrofa	Artiodactyla.Tragulidae.Tragulus.kanchil	Artiodactyla.Tragulidae.Tragulus.UNK
WWF162	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41270	346 and 349	A27/12 I	183	H-237	 33469	     0	     0	  2401	    53	     0	     0	637946	     0	     0
WWF163	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41270	346 and 349	C27/12 II	127	H-238	 37098	     0	     0	 11346	   115	     0	     0	193109	     0	     0
WWF164	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41271	346 and 349	A28/12 I	139	H-239	 15046	     0	     0	     0	     0	     0	     0	146147	     0	     0
WWF165	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41271	346 and 349	A28/12 II	131	H-240	  1521	     0	     0	   117	     0	     0	     0	319451	     0	     0
WWF166	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41271	346 and 349	C28/12 II	65	H-241	 54962	     0	  7568	    26	    24	     0	     0	110619	     0	     0
WWF168	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41272	346 and 349	A29/12 I	122	H-244	   105	     0	   806	301869	   545	     0	     0	 35748	     0	     0
WWF17	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120910	NA	NA	     6	    12	  1653	     9	   227	     0	142957	244793	     0	     0
WWF170	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41272	346 and 349	C29/12 II	57	H-246	   261	     0	     0	  7507	   173	     0	     0	273875	     0	     0
WWF172	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41273	346 and 349	C30/12 II	37	H-251	  5260	     0	    19	148943	   760	     0	     0	188323	     0	     0
WWF173	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41274	346 and 349	A31/12 I	104	H-254	     0	     0	   191	     0	     4	     0	     0	164420	     0	     0
WWF175	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41274	346 and 349	C31/12 II	65	H-256	    53	     0	 65886	   171	   811	     0	     0	151117	     0	     0
WWF176	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41276	348	A02/01/2013 I	108	H-259	  7335	     0	     0	   217	     3	     0	     0	271008	     0	     0
WWF177	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41276	348	A02/01/2013 II	67	H-261	 10428	     0	   182	 12198	   224	     0	     0	270748	     0	     0
WWF178	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41277	348	A03/01/2013 I	120	H-264	  6067	     0	     0	  1406	    25	     0	     0	316250	     0	     0
WWF179	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41277	348	A03/01/2013 V	60	H-266	   379	     0	     0	     0	     0	     0	     0	192196	     0	     0
WWF18	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120919	NA	NA	   284	     0	     0	     0	     0	     0	     0	163486	     0	     0
WWF180	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41277	348	C03/01/2013 I	77	H-268	    24	     0	     0	  1347	    17	     0	     0	155286	     0	     0
WWF182	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41278	348	A04/01/2013 V	81	H-272	  1056	     0	     0	  7573	   138	     0	     0	223214	     0	     0
WWF183	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41278	348	A04/01/2013 II	41	H-274	  2604	     0	    10	     0	     0	     0	     0	168452	     0	     0
WWF185	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	A05/01/2013 I	110	H-278	 10505	     0	     0	  1883	    38	     0	     0	225440	     0	     0
WWF186	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	A05/01/2013 II	57	H-279	  3951	     0	     0	 69533	   726	     0	     0	217316	     0	     0
WWF187	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	B05/01/2013 II	118	H-281	   413	     0	     0	     0	     0	     0	     0	282384	     0	     0
WWF188	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	C05/01/2013 I	122	H-282	     0	     0	     0	 62421	   616	     0	     0	225668	     0	     0
WWF189	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	C05/01/2013 II	104	H-283	 8820	    0	    0	41602	  199	    0	    0	97935	    0	    0
WWF19	tube_labels	Vietnam	BM	BME	BachMaExt	NA	NA	TK62_20121021	NA	NA	  947	    0	    0	  231	    0	    0	    0	18920	    0	    0
WWF190	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41280	348	A06/01/2013 I	30	H-285	    0	    0	   11	    0	    0	   14	    0	52279	    0	    0
WWF191	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41280	348	A06/01/2013 II	210	H-286	 17618	     0	    33	145836	   825	     0	     0	 70209	     0	     0
WWF192	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41280	348	C06/01/2013 II	30	H-287	     0	     0	     0	     0	     0	     0	     0	239992	     0	     0
WWF193	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	27/6/2012	47	1 - Tâm	7	QN-1	0	0	0	0	0	0	0	4	0	0
WWF194	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41096	34	3 - Tâm	10	QN-3	44018	    0	13121	   67	    3	    0	    0	 1767	    0	    0
WWF195	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	17/7/2012	37	9 - Tâm	30	QN-9	    0	    0	   80	    0	    0	    0	    0	85693	    0	    0
WWF196	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	27/7/2012	45	13 - Tâm	5	QN-13	118	  0	  0	  0	  0	  0	  0	 58	  0	  0
WWF197	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41128	26	15 - Tâm	10	QN-15	4299	   0	   0	   0	 186	   0	   0	 602	   0	   0
WWF199	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	15/9/2012	37 and 47	25 - Tâm	25	QN-25	    0	    0	    0	    0	    0	    0	    0	86779	    0	    0
WWF2	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120809	NA	NA	    0	    0	    0	    0	    0	    0	    0	71128	    0	    0
WWF20	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK45_20121029	NA	NA	  3762	     0	     0	     0	     0	     0	     0	397943	     0	     0
WWF200	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	26/9/2012	36	28 - Tâm	35	QN-28	  9	  0	  0	  0	  0	  0	  0	102	  0	  0
WWF201	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41192	26	30 - Tâm	15	QN-30	     0	     0	     0	     0	     0	     0	     0	121307	     0	     0
WWF203	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41097	25	5 - Thịnh	10	QN-37	     0	     0	     8	     0	     0	     0	     0	227410	     0	     0
WWF204	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/7/2012	47	12 - Thịnh	20	QN-44	 1460	    0	25074	   88	   16	    0	    0	   26	    0	    0
WWF205	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/7/2012	14	15 - Thịnh	20	QN-47	3443	   0	   0	 684	   0	   0	   0	   0	   0	   0
WWF206	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41123	14	20 - Thịnh	5	QN-52	687	  0	  0	  0	  0	  0	  0	  6	  0	  0
WWF207	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41159	25	24 - Thịnh	30	QN-56	   36	    0	   17	   37	    0	    0	    0	59726	    0	    0
WWF208	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	13/10/2012	22	32 - Tâm	30	QN-32	  148	    0	    0	    5	    0	    0	    0	12719	    0	    0
WWF209	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/9/2012	22	31 - Thịnh	10	QN-63	0	0	0	0	0	0	0	5	0	0
WWF21	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H34	NA	NA	0	0	0	0	0	0	5	0	0	0
WWF210	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	28/9/2012	45	33 - Thịnh	5	QN-65	     6	     0	    63	     0	     0	     0	     0	266762	     0	     0
WWF212	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	24/6/2012	14	1 - Huy	8	QN-71	    0	    0	    0	    0	    0	    0	    0	12086	    0	    0
WWF213	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41092	37	5 - Huy	10	QN-75	35620	    0	    0	    0	    0	    0	    0	48639	    0	    0
WWF215	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	14/7/2012	37	11 - Huy	25	QN-81	   770	     0	     0	     0	     0	     0	     0	135469	     0	     0
WWF216	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	27/7/2012	37	16 - Huy	10	QN-86	  2270	     0	     0	     0	     0	     0	     0	111840	     0	     0
WWF218	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/8/2012	47	27 - Huy	7	QN-97	    0	    0	    0	    0	    0	    0	    0	91725	    0	    0
WWF219	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41159	35	31 - Huy	5	QN-101	  188	    0	    0	    0	    0	    0	    0	87363	    0	    0
WWF22	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H37	NA	NA	     0	     0	     0	     0	     0	     0	     0	339767	     0	     0
WWF221	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41092	45	3 - Triều	15	QN-107	     0	     0	     0	     0	     0	     0	     0	206535	     0	     0
WWF222	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41099	20	5 - Triều	30	QN-109	   465	     0	     3	   350	     6	     0	     0	146718	     0	     0
WWF223	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	24/7/2012	34	11 - Triều	20	QN-115	 0	 0	 0	 0	 0	 0	 0	10	 0	 0
WWF224	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41122	47	13 - Triều	10	QN-117	     3	     0	     0	     0	     0	     0	     0	276158	     0	     0
WWF225	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41132	36	16 - Triều	10	QN-120	   20	    0	    0	 2148	   27	    0	    0	86852	    0	    0
WWF226	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	22/8/2012	35	19 - Triều	20	QN-123	6968	   0	   0	  11	   0	   0	   0	  94	   0	   0
WWF228	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	30/10/2012	45	35 - Triều	25	QN-139	     0	     0	     0	     0	     0	     0	     0	143972	     0	     0
WWF23	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H39	NA	NA	    11	     0	  8677	    20	    25	     0	     0	381007	     0	     0
WWF230	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/03/2013	45	33 - Tâm	1	QN-145	     0	     0	     0	     0	     0	     0	     0	112996	     0	     0
WWF231	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	24/04/2013	44	38 - Tâm	8	QN-149	 1777	    0	    0	    0	    0	    0	    0	42362	    0	    0
WWF232	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41279	36	43 - Tâm	40	QN-154	 12138	     0	     0	     0	     0	     0	     0	105631	     0	     0
WWF233	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	18/05/2013	22	47 - Tâm	5	QN-158	  171	    0	  337	    5	    0	    0	    0	31350	    0	    0
WWF234	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41309	34	43 - Triều	20	QN-164	  295	    0	    0	30177	   17	    0	    0	   62	    0	    0
WWF236	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	26/2/2013	14	60 -Triều	30	QN-282	29503	    0	    0	    0	    0	    0	    0	  117	    0	    0
WWF237	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	23/05/2013	43	56 - Triều	7	QN-175	350	  0	  0	  0	  0	  0	  0	121	  0	  0
WWF238	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41397	20	43 - Thịnh	17	QN-179	3671	   0	9815	  67	  44	   0	   0	 129	   0	   0
WWF239	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/03/2013	34	47 - Thịnh	10	QN-183	 137	   0	  20	   0	   0	   0	   0	7873	   0	   0
WWF24	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H26	NA	NA	     0	     0	     0	     0	     0	     0	     0	284127	     0	     0
WWF241	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41459	36	49 - Thịnh	22	QN-185	    13	     0	     0	  1524	    55	     0	     0	124348	     0	     0
WWF242	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	20/04/2013	21	53 - Thịnh	16	QN-189	    0	    0	    0	    3	    0	    3	    0	91844	    0	    0
WWF243	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41522	13	56 - Thịnh	25	QN-192	    25	     0	 23659	   206	   400	     0	     0	180534	     0	     0
WWF244	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41613	13	59 - Thịnh	63	QN-195	    6	    0	 1497	75523	  170	    0	    0	  197	    0	    0
WWF245	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/05/2013	44	62 - Thịnh	16	QN-198	    0	    0	    0	    0	    0	    0	    0	44208	    0	    0
WWF246	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	24/05/2013	44	66 - Thịnh	23	QN-202	 0	 0	 0	 0	 0	 0	 0	13	 0	 0
WWF247	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/03/2013	25	35 - Huy	17	QN-206	 435	   0	   5	1255	  10	   0	   0	8609	   0	   0
WWF248	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/05/2013	35	41 - Huy	21	QN-212	   0	   0	 494	1174	   3	   0	   0	2006	   0	   0
WWF249	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 I	100	QN-217	   19	    0	30304	   88	   17	    0	    0	    0	    0	    0
WWF25	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H32	NA	NA	    0	    0	    0	    0	    0	    0	    0	14717	    0	    0
WWF250	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 II	86	QN-218	   374	     0	247594	   810	   110	     0	     0	   720	     0	     0
WWF252	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 IV	94	QN-220	     4	     0	  4634	 52071	   389	     0	     0	107958	     0	     0
WWF253	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	20/05/2013	23	A20/05/13 I	77	QN-221	  827	    0	41296	12384	   41	    0	    0	  542	    0	    0
WWF254	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	20/05/2013	23	A20/05/13 IV	75	QN-223	 3942	    0	14725	  584	    6	    0	    0	    5	    0	    0
WWF255	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 I	83	QN-225	 0	 0	32	 0	 0	 0	 0	51	 0	 0
WWF256	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 II	98	QN-226	   46	    0	65899	 1503	  350	    0	    0	94965	    0	    0
WWF257	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 III	63	QN-227	68360	    0	 7746	53347	  324	    0	    0	 1230	    0	    0
WWF258	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/05/2013	43	A25/05/13 I	8	QN-229	 0	 0	 0	 4	 0	 0	 0	78	 0	 0
WWF259	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	26/05/2013	43	A26/05/13 I	13	QN-233	0	0	0	0	0	0	0	6	0	0
WWF26	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H33	NA	NA	4835	   0	   6	   0	 127	   0	   0	   4	   0	   0
WWF260	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	28/05/2013	12	Hùng	65	QN-238	    9	    0	13481	   68	   19	    0	    0	    0	    0	    0
WWF263	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41551	14	Lâm	60	QN-249	  889	    0	    4	84855	  866	    0	29440	  164	    0	    0
WWF264	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41551	14	Cường	50	QN-251	 1258	    0	    0	34591	   93	    0	    0	    0	    0	    0
WWF265	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41551	14	Anh	42	QN-253	 179	   0	5206	  36	   0	   0	   0	   0	   0	   0
WWF266	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41582	14	Lâm	41	QN-255	  4086	     0	    15	224195	   396	     0	    14	     0	     0	     0
WWF267	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41582	14	Thắng	35	QN-258	 39714	     0	     0	126349	   950	     0	     0	   123	     0	     0
WWF268	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41582	14	Hùng	20	QN-261	  0	  0	  0	267	  0	  0	  0	 88	  0	  0
WWF269	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41612	14	Anh	43	QN-264	  1804	     0	     0	  4743	   197	     0	    55	251672	     0	     0
WWF270	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41612	14	Lâm	60	QN-267	1552	   0	   0	8439	  25	   0	   0	 364	   0	   0
WWF271	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	13/4/2013	14	Hùng	26	QN-269	10475	    0	    0	19474	  103	    0	    0	    0	    0	    0
WWF273	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	24/4/2013	21	Lê Ka Thắng	24	QN-273	   14	    0	22688	 1562	  124	   94	    0	62374	    0	    0
WWF274	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/4/2013	21	Lê Ka Thắng	42	QN-277	 2475	    0	  286	    7	    0	    0	    0	79698	    0	    0
WWF275	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/4/2013	21	Nguyễn Văn Thiện	77	QN-279	  2914	     0	     4	  3391	    61	     0	     0	207368	     0	     0
WWF276	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/4/2013	21	Bloong Đàm	57	QN-280	 13874	     0	     0	  7030	   735	     0	     0	237138	     0	     0
WWF277	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	NA	Q-40	   0	   0	   6	1024	   0	   0	   0	  17	   0	   0
WWF278	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	NA	Q-41	   311	     0	234969	  1174	     0	     0	     0	   112	     0	     0
WWF28	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H36	NA	NA	     0	     0	     0	     0	     0	     0	     0	428627	     0	     0
WWF280	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	NA	Q-61	 0	 0	 0	 0	 0	 0	 0	19	 0	 0
WWF281	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	NA	Q-92	   0	   0	   0	   0	   0	   0	   0	2438	   0	   0
WWF282	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	NA	Q-93	  0	  0	112	  5	  0	  0	  0	116	  0	  0
WWF283	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	NA	Q-94	  0	  0	 66	  0	  0	  0	  0	106	  0	  0
WWF284	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	NA	Q-96	    72	     0	123175	   540	   356	     0	     0	107912	     0	     0
WWF285	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	NA	Q-111	   739	     0	     0	     3	     0	     0	     0	319489	     0	     0
WWF286	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	NA	NA	NA	NA	Q-211	 0	12	 0	 0	 0	 0	 0	 8	 0	 0
WWF287	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41544	352	NA	50	H001	0	0	0	0	0	0	0	0	0	0
WWF29	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H38	NA	NA	     6	     0	     0	     0	     0	     0	     0	129840	     0	     0
WWF290	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41544	352	NA	50	H009	    25	     0	     0	     0	     0	     0	    10	246738	     0	     0
WWF291	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41544	352	NA	50	H011	  18	4135	   0	   0	   0	   0	   0	2217	   0	   0
WWF293	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41545	352	NA	50	H014	0	0	0	0	0	0	0	4	0	0
WWF294	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41545	352	NA	50	H016	  7500	     0	     0	     0	     0	     0	     0	512237	     0	     0
WWF295	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41545	352	NA	50	H020	     0	     0	     0	     0	     0	     0	     0	634806	     0	     0
WWF298	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41545	352	NA	50	H029	      0	      0	      0	      0	      0	      0	      0	1059080	      0	      0
WWF3	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120823	NA	NA	    0	    0	    0	    0	    0	    0	    0	60224	    0	    0
WWF30	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H40	NA	NA	   565	     0	186219	   464	   359	     0	     0	 29877	     0	     0
WWF301	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41546	352	NA	50	H060	187034	     0	     0	     0	    59	     0	     0	   133	     0	     0
WWF303	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	NA	352	NA	50	H055	110275	     0	     0	     0	     6	     0	     0	   122	     0	     0
WWF304	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41546	352	NA	50	H040	  1992	     0	    22	     0	     0	     0	     0	368308	     0	     0
WWF305	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41546	352	NA	50	H042	   314	     0	    64	     3	     0	     0	     0	235051	     0	     0
WWF306	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41551	352	NA	50	H103	    16	     0	 41103	   144	  6157	     0	322826	  9318	     0	     0
WWF307	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41551	352	NA	50	H105	  0	  0	615	  0	  0	  0	  0	454	  0	  0
WWF308	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41551	352	NA	50	H108	   227	     0	    39	     0	     0	     3	     0	349017	     0	     0
WWF309	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41551	352	NA	50	H101	  3	  0	 10	  0	  3	  6	439	 30	  0	  0
WWF31	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H56	NA	NA	 0	 0	 0	 0	 0	 0	 0	53	 0	 0
WWF310	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41551	352	NA	50	H102	     0	     0	     0	     0	     0	     0	   405	133417	     0	     0
WWF311	Leech_Combinations_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41552	352	NA	50	H113	    10	     0	 54288	   111	   362	     6	     7	315936	     0	     0
