KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Carnivora.Canidae.Canis.lupus_familiaris	Carnivora.Felidae.Catopuma.UNK	Carnivora.Felidae.Neofelis.UNK	Carnivora.Felidae.Prionailurus.bengalensis	Carnivora.Felidae.UNK	Carnivora.Herpestidae.Herpestes.UNK	Carnivora.Mustelidae.Aonyx.cinereus	Carnivora.Mustelidae.Arctonyx.collaris	Carnivora.Mustelidae.Lutra.lutra	Carnivora.Mustelidae.Martes.flavigula	Carnivora.Mustelidae.Melogale.moschata	Carnivora.Mustelidae.Mustela.kathiah	Carnivora.Mustelidae.Mustela.UNK	Carnivora.Ursidae.Ursus.thibetanus	Carnivora.Viverridae.Arctictis.UNK	Carnivora.Viverridae.Paguma.larvata	Carnivora.Viverridae.Viverra.UNK1	Carnivora.Viverridae.Viverra.UNK2	Carnivora.Viverridae.Viverra.UNK3	Carnivora.Viverridae.Viverra.UNK4	reservecode3
SWG21	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	2 10	NA	NA	158	NA	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	15	 0	 0	 0	 0	 5	 0	 0	 0	 0	PST
SWG22	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	2 10	NA	NA	152	NA	    0	    0	    0	    0	    0	    8	    0	    0	    0	    0	  223	    0	10675	    0	    0	  747	    0	    0	    0	    0	PST
SWG23	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	6 10	NA	NA	28	NA	    0	    0	    0	    0	   22	    0	    0	    0	    0	 1061	39065	    0	    0	    0	    0	    0	    0	    0	    0	    0	PST
SWG24	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	4-6 10	NA	NA	83	NA	    0	    0	    0	    0	  100	    0	    0	16985	    0	    0	88643	    0	    0	    0	    0	    0	    0	    0	    0	    0	PST
SWG25	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	2 10	NA	NA	31	NA	   0	   0	   5	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	 251	1093	   0	   0	   0	PST
SWG26	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	3 -6 10	NA	NA	24	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG27	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	3 10	NA	NA	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG28	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	6 10	NA	NA	22	NA	     0	     0	     0	     0	     5	  7653	     0	     0	     3	     0	  9269	    12	223728	     0	     0	     0	     0	     0	     0	     0	PST
SWG29	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	2 10	NA	NA	14	NA	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	192651	     0	     0	     0	     0	     0	     0	     0	     0	     0	PST
SWG3	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	30 09-01 10	NA	NA	70	NA	   0	   0	   0	   0	   5	   0	   0	  16	   0	   0	1461	   0	   0	   0	   0	   6	   0	   0	   0	   0	PST
SWG30	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	7 10	NA	NA	33	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG31	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	8 10	NA	NA	37	NA	  0	  0	  0	  0	  0	326	  0	  0	  0	  0	980	  0	  0	  0	  0	  0	  0	  0	  0	  0	PST
SWG34	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	7 10	NA	NA	71	NA	    0	    0	    0	    0	   55	    0	    0	    0	    7	    0	46956	   14	50537	    0	    0	    0	    0	    0	    0	    0	PST
SWG35	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	6-8 10	NA	NA	40	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG36	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	7 10	NA	NA	26	NA	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	16258	    0	    0	    0	    0	PST
SWG38	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	8-9 10	NA	NA	75	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG4	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	30 10	NA	NA	44	NA	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    6	    0	    0	    0	    0	75632	    0	    0	    0	    0	PST
SWG41	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	9 10	NA	NA	183	NA	     0	     0	     0	     0	     0	     0	     0	119162	     0	     0	   403	     0	     0	     0	     0	     0	  2119	     0	     0	     0	PST
SWG43	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	12 10	NA	NA	10	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG44	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	12 10	NA	NA	75	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG45	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	9 10	NA	NA	114	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG46	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	10 10	NA	NA	35	NA	 0	 0	 0	 0	 0	 0	 0	 0	49	 0	31	 0	 0	 0	 0	 0	 0	 0	 0	 0	PST
SWG49	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	8-10 10	NA	NA	32	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG5	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	28 09	NA	NA	20	NA	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	PST
SWG51	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	11-12 10	NA	NA	133	NA	   0	   0	   0	   0	  45	  72	   0	1568	   0	   0	7125	  45	   0	   0	   0	   0	   0	   0	   0	   0	PST
SWG52	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	14 10	NA	NA	220	NA	    0	    0	    0	    0	    0	33649	    0	    0	    0	    0	36385	    0	    0	    0	    0	 7804	    0	    0	    0	    0	PST
SWG54	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	16-17 10	NA	NA	122	NA	     0	     0	     0	     0	     0	139955	     0	 63593	     0	     0	103226	     0	     0	     0	     0	     0	     0	     0	     0	     0	PST
SWG55	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	11 10	NA	NA	3	NA	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	PST
SWG56	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	12 10	NA	NA	32	NA	     0	     0	     0	     0	    47	     0	     0	268368	     0	     0	105748	     0	     0	     0	     0	     0	     0	     0	     0	     0	PST
SWG57	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	14 10	NA	NA	221	NA	    0	    0	    0	    0	    3	40574	    0	    0	    3	    0	 4509	    0	    0	    0	    0	    0	    0	    0	    0	    0	PST
SWG58	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	17 10	NA	NA	67	NA	  0	  0	  0	  0	  0	  0	  0	 69	  0	  0	165	  0	  0	  0	  0	 75	  0	  0	  0	  0	PST
SWG59	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	11 10	NA	NA	14	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG6	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	28 09	NA	NA	17	NA	    0	    0	    0	    0	    0	    0	    0	15978	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	PST
SWG60	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	15-17 10	NA	NA	30	NA	     0	     0	     0	     0	     0	     0	     0	318860	     0	     0	     0	     0	     0	     0	     0	   373	     0	     0	     0	     0	PST
SWG61	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	12 10	NA	NA	133	NA	     0	     0	     0	     0	    38	 10780	     0	     0	     0	     0	103255	     0	     0	     0	     0	  3694	     0	     0	     0	     0	PST
SWG62	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	18 10	NA	NA	241	NA	    0	    0	  856	    0	   34	 9737	    0	    0	    0	  562	20546	    0	19861	    0	   15	 3178	    0	    0	    0	    0	PST
SWG63	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	13 & 15 10	NA	NA	316	NA	    0	    0	    0	    0	    0	30823	    0	 4437	    0	    0	 9503	    0	  927	    0	    0	 4746	    0	    0	    0	    0	PST
SWG64	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	19 10	NA	NA	455	NA	    0	    0	 3100	    0	    0	22581	    0	 1553	    0	   28	21880	    0	 4503	    0	   49	 1939	    0	    0	    0	    0	PST
SWG65	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	16-17 10	NA	NA	87	NA	    0	    0	    0	    0	    0	34356	    0	    0	    0	    0	 1806	    0	    0	    0	    0	 6206	    0	    0	    0	    0	PST
SWG66	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	13 10	NA	NA	13	NA	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    6	    0	    0	    0	    0	66803	    0	    0	    0	    0	PST
SWG67	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	13-14 & 17 10	NA	NA	171	NA	   426	     0	     0	     0	     0	109714	     0	 13043	     0	     0	   317	     0	     0	     0	     0	   515	     0	     0	     0	     0	PST
SWG68	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	13-14 10	NA	NA	148	NA	  3111	     0	     0	     0	     5	    46	     0	160477	     0	     0	  9075	     0	     0	     0	     0	 10683	     0	     0	     0	     0	PST
SWG69	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	10 10	NA	NA	15	NA	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG7	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	28-29 09	NA	NA	17	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
SWG75	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	13 & 15 10	NA	NA	187	NA	   0	   0	   0	   0	   0	   0	   0	1505	   0	   0	   0	   0	   0	   0	   0	 851	   0	   0	   0	   0	PST
SWG78	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	18 10	NA	NA	425	NA	   0	   0	 148	   0	   0	   0	   0	   0	   0	   0	6548	   0	 619	   0	   0	   0	   0	   0	   0	   0	PST
SWG79	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	17 10	NA	NA	101	NA	     0	     0	     0	     0	    74	     0	     0	348329	     0	    34	 46348	     0	     0	     0	     0	   330	     0	     0	     0	     0	PST
SWG8	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	28-29 09	NA	NA	40	NA	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	145	  0	  0	  0	  0	PST
SWG80	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	13-14 10	NA	NA	44	NA	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	6603	   0	   0	   0	   0	PST
SWG9	WCS_Sample_Status_2015Oct19.xlsx_All	Laos	PST	PST	Phou Si Thone	29 09	NA	NA	10	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PST
WWF1	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120724	NA	NA	202492	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF10	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK36_20120812	NA	NA	     0	     0	173064	     3	     0	    26	     0	     0	     0	     0	    11	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF100	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	19/8/2012	353	27-Hoa	15	H-27	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	 1492	    0	    0	    0	    0	19608	    0	    0	    0	    0	BMHQNXS
WWF101	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41165	351	40-Hoa	45	H-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF102	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	20/9/2012	347	42-Hoa	10	H-42	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	12	 0	 0	 0	 0	 0	 0	 0	 0	 0	BMHQNXS
WWF103	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	18/6/2012	353	5-Dành	40	H-48	2806	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF105	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41098	404	14-Dành	10	H-57	135	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF106	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41133	348	23-Dành	3	H-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF107	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	22/8/2012	404	26-Dành	5	H-69	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	519	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF108	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41155	350	30-Dành	5	H-73	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	536	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF109	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	24/04/2012	405	35-Dành	30	H-78	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF11	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK20_20120819	NA	NA	  54	   0	4463	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF110	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41068	404	2-Thien	25	H-83	     0	     0	  1606	130765	     0	    66	     0	     0	     0	     0	     0	     0	     0	     0	     0	 94690	     0	     0	     0	     0	BMHQNXS
WWF111	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	16/6/2012	348	6-Thien	25	H-87	    0	    0	    0	    0	  276	62332	    0	    0	    0	    0	21573	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF112	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	15/07/2012	353	11-Thien	7	H-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF113	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	28/07/2012	405	12-Thien	15	H-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF114	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41126	345	17-Thien	2	H-98	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF115	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	20/08/2012	404	19-Thien	10	H-100	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	227467	     0	     0	     0	     0	BMHQNXS
WWF116	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41162	349 and 351	Thien-24	8	H-105	4472	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF117	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41163	349	Thien-25	12	H-106	     0	     0	     0	     0	     0	271923	     0	     0	     0	     0	  3751	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF118	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41066	346	1 -Vinh	25	H-113	1561	   0	   0	   0	   0	  19	   0	   0	   0	   0	 688	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF119	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41071	345	6 -Vinh	20	H-118	    0	    0	    0	    0	 1263	    0	    0	    0	    0	    0	88005	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF12	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK35_20120824	NA	NA	     0	     0	     3	     0	  2308	     0	     0	     0	     0	     0	400003	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF120	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	23/6/2012	404	7 -Vinh	25	H-119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF121	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41092	347	11 -Vinh	20	H-123	     0	     0	     0	     0	     0	189616	     0	     0	     0	     0	     7	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF123	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	22/8/2012	353	24 -Vinh	22	H-136	    0	    0	    0	    0	    0	65307	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF124	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41168	348	35 -Vinh	40	H-147	    0	    0	    0	    0	    0	34768	    0	    0	    0	    0	   16	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF126	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41284	347	Thien - 32	19	H - 153	    0	    0	    0	    0	    0	  693	    0	    0	    0	    0	92719	    0	    0	    0	    0	32845	    0	    0	    0	    0	BMHQNXS
WWF127	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41287	347	Thien - 35	45	H - 156	    3	    0	 2288	    4	 1474	 2020	    0	    0	    0	    0	53420	    0	    0	    0	   10	    0	    0	    0	    0	    0	BMHQNXS
WWF129	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	16/03/2013	352	Tuan - 1	14	H - 160	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	56778	    0	    0	    0	    0	 7784	    0	    0	    0	    0	BMHQNXS
WWF13	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK35_20120825	NA	NA	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF130	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	24/03/2013	405	Tuan - 5	25	H - 164	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	16	 0	 0	 0	 0	29	 0	 0	 0	 0	BMHQNXS
WWF131	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	28/04/2013	346	Tuan - 9	45	H - 168	    0	    0	    0	    0	  107	    0	    0	    0	    3	    0	21367	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF132	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	30/04/2013	346	Tuan - 11	65	H - 170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF133	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41460	346	Tuan - 13	90	H - 172	    0	    0	    0	    0	    0	 2447	    0	    0	    0	    0	24828	    0	    0	    0	    0	 3859	    0	    0	    0	    0	BMHQNXS
WWF134	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41290	346	39 - Danh	20	H - 174	    0	    0	    0	    0	    0	 5179	    0	    0	    0	    0	16855	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF135	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	16/04/2013	345	43 - Danh	30	H - 178	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	1623	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF136	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	27/03/2013	348	Vinh -41	15	H - 187	    0	    0	    0	    0	  694	11183	    0	    0	    0	    0	43076	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF138	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	18/4/2013	352	Huong -1	31	H - 194	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF139	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	20/05/2013	405	Huong -5	17	H - 198	    0	    0	    0	    0	  330	47809	    0	    0	    0	    0	 7308	    0	    0	    0	    0	40993	    0	    0	    0	    0	BMHQNXS
WWF14	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120826	NA	NA	    0	    0	   11	    0	    0	   58	    0	    0	    0	    0	    0	    0	    0	    0	    0	84591	    0	    0	    0	    0	BMHQNXS
WWF140	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41264	352	A21/12 I	184	H-202	     0	     0	     0	     0	    13	     0	     0	     0	     0	     0	 42144	     0	     0	     0	     0	130437	     0	     0	     0	     0	BMHQNXS
WWF141	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41264	352	A21/12 II	40	H-203	    0	    0	    0	    0	 5697	    0	    0	    0	    0	    0	61091	    0	    0	    0	    0	 8201	    0	    0	    0	    0	BMHQNXS
WWF142	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41264	352	B21/12 I	20	H-205	    0	    0	    0	    0	   66	   25	    0	    0	    0	    0	66898	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF143	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41264	352	C21/12 I	30	H-207	     0	     0	     0	     0	  1336	     4	     0	     0	     0	     0	338181	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF145	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41264	352	D21/12 I	70	H-209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF147	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41265	352	A22/12 I	121	H-212	   0	   0	   0	   0	 337	   0	   0	   0	   0	   0	9793	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF148	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41265	352	A22/12 II	156	H-213	    0	    0	    0	    0	    0	    7	    0	    0	    0	    0	11490	    0	    0	    0	    0	20232	    0	    0	    0	    0	BMHQNXS
WWF149	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41265	352	B22/12 I	45	H-215	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 13	  0	  0	  0	  0	195	  0	  0	  0	  0	BMHQNXS
WWF15	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120907	NA	NA	     0	     0	    11	     0	   287	     8	     0	     0	     0	     0	167955	     0	     0	     0	     0	     6	     0	     0	     0	     0	BMHQNXS
WWF150	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41265	352	C22/12 I	72	H-217	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	5575	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF151	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41265	352	D22/12 I	25	H-220	    0	    0	    0	    0	   30	29508	    0	    0	    0	    0	  914	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF152	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41266	352	A23/12 I	82	H-223	    0	    0	    0	    0	 1651	    0	    0	    0	    0	    0	20618	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF153	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41266	352	B23/12 I	66	H-225	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	2285	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF154	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41266	352	C23/12 I	25	H-226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF155	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41267	352	A24/12 I	151	H-227	    0	    0	    0	    0	 1234	    0	    0	    0	    0	    0	13400	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
