KIZ_code	Worksheet_filename	Country	reservecode	reservecode2	Protected_Area_Std_Name	Date_collected	Forest_Compartment	Original_ID_Code	Approx_number_leeches	WWF_SWG_ID	Carnivora.Canidae.Canis.lupus_familiaris	Carnivora.Felidae.Catopuma.UNK	Carnivora.Felidae.Neofelis.UNK	Carnivora.Felidae.Prionailurus.bengalensis	Carnivora.Felidae.UNK	Carnivora.Herpestidae.Herpestes.UNK	Carnivora.Mustelidae.Aonyx.cinereus	Carnivora.Mustelidae.Arctonyx.collaris	Carnivora.Mustelidae.Lutra.lutra	Carnivora.Mustelidae.Martes.flavigula	Carnivora.Mustelidae.Melogale.moschata	Carnivora.Mustelidae.Mustela.kathiah	Carnivora.Mustelidae.Mustela.UNK	Carnivora.Ursidae.Ursus.thibetanus	Carnivora.Viverridae.Arctictis.UNK	Carnivora.Viverridae.Paguma.larvata	Carnivora.Viverridae.Viverra.UNK1	Carnivora.Viverridae.Viverra.UNK2	Carnivora.Viverridae.Viverra.UNK3	Carnivora.Viverridae.Viverra.UNK4	reservecode3
WWF156	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41267	352	A24/12 II	88	H-228	     0	     0	     0	     0	  2621	     0	     0	     0	     0	     0	103434	     0	     0	     0	     0	 18311	     0	     0	     0	     0	BMHQNXS
WWF157	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41267	352	A24/12 III	56	H-230	   0	   0	   0	   0	   0	   3	   0	   0	   0	   0	1745	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF158	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41267	352	B24/12 I	126	H-231	     0	     0	     0	     0	   377	186115	     0	     0	     0	     0	 18811	     0	     0	     0	     0	  1514	     0	     0	     0	     0	BMHQNXS
WWF159	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41267	352	D24/12 I	40	H-233	     0	     0	     0	     0	  1908	     0	     0	     0	     0	     0	154130	     0	     3	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF16	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120908	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF160	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41268	352	A25/12 I	79	H-235	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	BMHQNXS
WWF161	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41268	352	B25/12 I	56	H-236	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	231	  0	  0	  0	  0	BMHQNXS
WWF162	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41270	346 and 349	A27/12 I	183	H-237	    0	    0	    0	    0	   46	    4	    0	    0	    0	    0	43792	    0	    0	    0	    0	    5	    0	    0	    0	    0	BMHQNXS
WWF163	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41270	346 and 349	C27/12 II	127	H-238	   0	   0	   0	   0	   0	1701	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF164	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41271	346 and 349	A28/12 I	139	H-239	    0	    0	    6	  276	  418	    0	    0	    0	    0	    0	13418	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF165	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41271	346 and 349	A28/12 II	131	H-240	   0	   0	   0	   0	   0	3848	   0	   0	   0	   0	2020	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF166	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41271	346 and 349	C28/12 II	65	H-241	    0	    0	    0	    0	  500	   12	    0	    0	    0	    0	34955	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF168	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41272	346 and 349	A29/12 I	122	H-244	    0	    0	    0	    0	    0	11621	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF17	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120910	NA	NA	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF170	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41272	346 and 349	C29/12 II	57	H-246	   0	   0	   0	   0	   0	3889	   0	   0	   0	   0	   0	   0	   0	   0	   0	 630	   0	   0	   0	   0	BMHQNXS
WWF172	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41273	346 and 349	C30/12 II	37	H-251	    0	    0	    0	    0	   45	    9	    0	    0	    0	    0	11728	    0	    0	    0	    0	 3002	    0	    0	    0	    0	BMHQNXS
WWF173	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41274	346 and 349	A31/12 I	104	H-254	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	  426	    0	    0	    0	    0	28888	    0	    0	    0	    0	BMHQNXS
WWF175	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41274	346 and 349	C31/12 II	65	H-256	    0	    0	    0	    0	    0	  132	    0	    0	    0	    0	    0	    0	    0	    0	    0	10773	    0	    0	    0	    0	BMHQNXS
WWF176	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41276	348	A02/01/2013 I	108	H-259	    0	    0	    0	    0	    0	    6	    0	    0	    0	    0	  312	    0	    0	    3	    0	14022	    0	    0	    0	    0	BMHQNXS
WWF177	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41276	348	A02/01/2013 II	67	H-261	   0	   0	   0	   0	   0	 170	   0	   0	   0	   0	6942	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF178	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41277	348	A03/01/2013 I	120	H-264	   0	   0	   0	   0	   0	 249	   0	   0	   0	   0	1718	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF179	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41277	348	A03/01/2013 V	60	H-266	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  9	  0	  0	  0	  0	383	  0	  0	  0	  0	BMHQNXS
WWF18	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120919	NA	NA	   0	   0	   0	   0	   6	   0	   0	   0	   0	   0	3684	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF180	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41277	348	C03/01/2013 I	77	H-268	     0	     0	     0	     0	   221	     0	     0	     0	     0	     0	114589	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF182	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41278	348	A04/01/2013 V	81	H-272	   0	   0	   0	   0	   0	7356	   0	   0	   0	   0	  33	   0	   0	   0	   0	   3	   0	   0	   0	   0	BMHQNXS
WWF183	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41278	348	A04/01/2013 II	41	H-274	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	2897	   0	   0	   0	   0	 806	   0	   0	   0	   0	BMHQNXS
WWF185	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	A05/01/2013 I	110	H-278	    0	    0	    0	    0	    0	 1448	    0	    0	    0	    0	21351	    0	    0	    0	    0	   78	    0	    0	    0	    0	BMHQNXS
WWF186	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	A05/01/2013 II	57	H-279	  0	  0	  0	  0	  0	 58	  0	  0	  0	  0	461	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF187	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	B05/01/2013 II	118	H-281	   0	   0	   0	   0	   0	2993	   0	   0	   0	   0	   7	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF188	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	C05/01/2013 I	122	H-282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF189	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41279	348	C05/01/2013 II	104	H-283	   0	   0	   0	   0	  36	   0	   0	   0	   0	   0	3205	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF19	tube_labels	Vietnam	BM	BME	BachMaExt	NA	NA	TK62_20121021	NA	NA	     0	     0	    13	     0	     0	240290	     0	     0	     0	     0	    10	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF190	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41280	348	A06/01/2013 I	30	H-285	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	414	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF191	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41280	348	A06/01/2013 II	210	H-286	   0	   0	   0	   0	   0	2254	   0	   0	   0	   0	2748	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF192	WWF_2013Samples_20140919.xlsx	Vietnam	HSL	HSL	HueSaoLaNR	41280	348	C06/01/2013 II	30	H-287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF193	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	27/6/2012	47	1 - Tâm	7	QN-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF194	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41096	34	3 - Tâm	10	QN-3	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	689	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF195	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	17/7/2012	37	9 - Tâm	30	QN-9	    0	    0	    0	    0	  158	    0	    0	    0	    0	    0	27309	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF196	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	27/7/2012	45	13 - Tâm	5	QN-13	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	2623	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF197	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41128	26	15 - Tâm	10	QN-15	     0	     0	     0	     0	   602	     0	     0	     0	     0	     0	155978	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF199	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	15/9/2012	37 and 47	25 - Tâm	25	QN-25	 0	 0	 0	 0	 0	26	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	BMHQNXS
WWF2	tube_labels	Vietnam	HSL	HSL	Hue SNR	NA	NA	VINH.BUIHUU_20120809	NA	NA	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF20	tube_labels	Vietnam	QNSL	QNSL	Quang Nam SNR	NA	NA	TK45_20121029	NA	NA	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF200	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	26/9/2012	36	28 - Tâm	35	QN-28	12	 0	 0	 0	 0	 0	 0	 0	 0	 0	24	 0	 0	 0	 0	 0	 0	 0	 0	 0	BMHQNXS
WWF201	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41192	26	30 - Tâm	15	QN-30	    0	    0	    0	    0	  703	    0	    0	    0	    0	    0	86762	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF203	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41097	25	5 - Thịnh	10	QN-37	  298	    0	    0	    0	    0	    0	    0	    0	    0	    0	  631	    0	    0	    0	    0	34193	    0	    0	    0	    0	BMHQNXS
WWF204	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/7/2012	47	12 - Thịnh	20	QN-44	148463	     0	     0	     0	   418	    26	     0	     0	     0	     0	     5	     0	     0	     0	     0	     4	     0	     0	     0	     0	BMHQNXS
WWF205	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/7/2012	14	15 - Thịnh	20	QN-47	    0	    0	    0	    0	    0	    0	    0	    0	 2981	    0	    3	    5	    0	    0	    0	39346	    0	    0	    0	    0	BMHQNXS
WWF206	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41123	14	20 - Thịnh	5	QN-52	186139	     0	     0	     0	  1247	     0	     0	     0	     0	     0	 43093	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF207	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41159	25	24 - Thịnh	30	QN-56	   79	    0	    0	    0	  195	    0	    0	    0	    0	    0	55685	    0	    0	    0	    0	   11	    0	    0	    0	    0	BMHQNXS
WWF208	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	13/10/2012	22	32 - Tâm	30	QN-32	   0	   0	   0	   0	   0	3923	   0	   0	   0	   0	4545	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF209	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/9/2012	22	31 - Thịnh	10	QN-63	13	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	BMHQNXS
WWF21	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H34	NA	NA	    0	    0	    0	    0	    0	11161	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF210	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	28/9/2012	45	33 - Thịnh	5	QN-65	351	  0	  0	  0	  0	  3	  0	  0	  0	  0	  4	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF212	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	24/6/2012	14	1 - Huy	8	QN-71	   0	   0	   0	   0	  20	   0	   0	   0	   0	   0	2410	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF213	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41092	37	5 - Huy	10	QN-75	341076	     0	     0	     0	  8760	     0	     0	     0	     0	     0	 12367	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF215	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	14/7/2012	37	11 - Huy	25	QN-81	47233	    0	    0	    0	    0	  134	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF216	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	27/7/2012	37	16 - Huy	10	QN-86	  0	  0	882	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF218	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/8/2012	47	27 - Huy	7	QN-97	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF219	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41159	35	31 - Huy	5	QN-101	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF22	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H37	NA	NA	   7	   0	2153	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	  52	   0	   0	   0	   0	   0	BMHQNXS
WWF221	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41092	45	3 - Triều	15	QN-107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF222	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41099	20	5 - Triều	30	QN-109	   0	   0	   0	   0	   0	   6	   0	   0	   0	   0	2994	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF223	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	24/7/2012	34	11 - Triều	20	QN-115	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	94941	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF224	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41122	47	13 - Triều	10	QN-117	71	 0	 0	 0	 0	 0	 0	 0	 0	 0	43	 0	 0	 0	 0	 0	 0	 0	 0	 0	BMHQNXS
WWF225	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41132	36	16 - Triều	10	QN-120	  0	  0	  3	  0	  0	  0	  0	  0	  0	  0	146	  0	  0	  0	  0	  0	  0	  0	  0	  0	BMHQNXS
WWF226	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	22/8/2012	35	19 - Triều	20	QN-123	     0	     0	     0	     0	   271	  3128	     0	     0	129653	     0	 52392	   454	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF228	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	30/10/2012	45	35 - Triều	25	QN-139	19645	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF23	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H39	NA	NA	   73	    0	    0	    0	    0	40317	    0	    0	    0	    0	    0	    0	    0	    0	    0	89679	    0	    0	    0	    0	BMHQNXS
WWF230	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/03/2013	45	33 - Tâm	1	QN-145	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF231	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	24/04/2013	44	38 - Tâm	8	QN-149	   0	   0	   0	   0	   0	   0	   0	   0	8201	   0	   4	  11	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF232	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41279	36	43 - Tâm	40	QN-154	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	43224	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF233	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	18/05/2013	22	47 - Tâm	5	QN-158	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	3260	   0	   0	   0	   0	3345	   0	   0	   0	   0	BMHQNXS
WWF234	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41309	34	43 - Triều	20	QN-164	    0	    0	    0	    0	    4	    0	    0	    0	    0	    0	44671	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF236	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	26/2/2013	14	60 -Triều	30	QN-282	   56	    0	    0	    0	    0	    0	    0	    0	    0	    0	83305	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF237	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	23/05/2013	43	56 - Triều	7	QN-175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF238	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41397	20	43 - Thịnh	17	QN-179	     0	     0	     0	     0	   752	    27	     0	     0	     0	     0	187053	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF239	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/03/2013	34	47 - Thịnh	10	QN-183	     0	     0	     0	     0	     0	170286	     0	     0	     0	     0	  2000	     0	     0	     5	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF24	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H26	NA	NA	23	 0	 0	 0	 0	12	 0	 0	 0	 0	 0	 0	 0	 0	 0	 9	 0	 0	 0	 0	BMHQNXS
WWF241	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41459	36	49 - Thịnh	22	QN-185	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	44	 0	 0	 0	 0	 0	 0	 0	 0	 0	BMHQNXS
WWF242	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	20/04/2013	21	53 - Thịnh	16	QN-189	    0	    0	  453	27918	    0	    0	    0	    0	    0	    0	    3	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF243	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41522	13	56 - Thịnh	25	QN-192	   0	   0	   0	   0	 141	3978	   0	   0	   0	   0	1513	   0	   0	   0	   0	  17	   0	   0	   0	   0	BMHQNXS
WWF244	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	41613	13	59 - Thịnh	63	QN-195	    0	    0	    0	    0	 1923	   49	    0	    0	    0	    0	78734	    0	    0	    0	    0	11264	    0	    0	    0	    0	BMHQNXS
WWF245	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/05/2013	44	62 - Thịnh	16	QN-198	    0	    0	46139	    5	    0	 3254	    0	    0	    0	    0	  482	    0	    0	    0	  276	    0	    0	    0	    0	    0	BMHQNXS
WWF246	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	24/05/2013	44	66 - Thịnh	23	QN-202	    0	    0	    0	    0	  777	44077	    0	    0	    0	    0	68975	    0	    0	    0	    0	 1533	    0	    0	    0	    0	BMHQNXS
WWF247	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/03/2013	25	35 - Huy	17	QN-206	72674	    0	   10	    0	  532	    3	    0	    0	    0	    0	43224	    0	    0	    0	    0	93811	    0	    0	    0	    0	BMHQNXS
WWF248	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/05/2013	35	41 - Huy	21	QN-212	    0	    0	    0	    0	  590	    0	    0	    0	    0	    0	26924	    0	    0	    0	    0	48450	    0	    0	    0	    0	BMHQNXS
WWF249	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 I	100	QN-217	    0	    0	    0	    0	   18	    0	    0	    0	    0	    0	19651	    0	    0	    0	    0	    0	    0	    0	    0	    0	BMHQNXS
WWF25	tube_labels	Vietnam	HSL	HSL	HueSaoLaNR	NA	NA	H32	NA	NA	   639	     0	     0	     0	     0	226370	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	BMHQNXS
WWF250	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 II	86	QN-218	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	7789	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF252	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	19/05/2013	23	A19/05/13 IV	94	QN-220	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	7017	   0	   0	   0	   0	   0	   0	   0	   0	   0	BMHQNXS
WWF253	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	20/05/2013	23	A20/05/13 I	77	QN-221	    0	    0	26955	    4	  158	    0	    0	    0	    0	    0	 3953	    0	    0	    0	   46	11233	    0	    0	    0	    0	BMHQNXS
WWF254	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	20/05/2013	23	A20/05/13 IV	75	QN-223	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	19155	    0	    0	    0	    0	BMHQNXS
WWF255	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 I	83	QN-225	    0	    0	    0	    0	   49	    0	    0	    0	    0	    0	44130	    0	    0	    0	    0	    4	    0	    0	    0	    0	BMHQNXS
WWF256	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 II	98	QN-226	    0	    0	    0	    0	   11	    0	    0	    0	    0	    0	11004	    0	    0	    0	    0	 3651	    0	    0	    0	    0	BMHQNXS
WWF257	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	21/05/2013	23	A21/05/13 III	63	QN-227	    0	    0	  650	    0	    0	    0	    0	    0	    0	    0	33767	    0	    0	    0	    0	17060	    0	    0	    0	    0	BMHQNXS
WWF258	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	25/05/2013	43	A25/05/13 I	8	QN-229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BMHQNXS
WWF259	WWF_2013Samples_20140919.xlsx	Vietnam	QNSL	QNSL	QuangNamSaoLaNR	26/05/2013	43	A26/05/13 I	13	QN-233	    0	    0	    0	    0	    0	68208	    0	    0	    0	    0	    0	    0	    0	    0	    0	   96	    0	    0	    0	    0	BMHQNXS
